"contributor","address","agent","amount","date","committee","ward","lat","lon"
"A. Wash & Associates, Inc.","603 48th Street NE",,500,2010-03-04,"Thomas 2010","1","38.89924184","-76.93356292"
"Tower Associates II","605 Chesnut St","CORPORATION SERVICE COMPANY",2000,2006-08-02,"Fenty 2006","5","35.0682187982619","-85.2490685249724"
"LFH,LLC","605 Chesnut St",,2000,2006-08-02,"Fenty 2006","Citywide","35.0682187982619","-85.2490685249724"
"Franklin L Haney Co, LLC","605 Chestnut St No. 300","UNAVAILABLE",2000,2008-12-12,"Fenty 2010","4","35.0495600103077","-85.3117868114918"
"Alabama Infrastructure Contractors, LLC","605 Chestnut St No. 300",,2000,2008-12-12,"Fenty 2010","7","35.0495600103077","-85.3117868114918"
"LFH, LLC","605 Chestnut St No. 300",,2000,2008-12-12,"Fenty 2010","7","35.0495600103077","-85.3117868114918"
"Tennessee Infrastructure Contractors, LLC","605 Chestnut St No. 300",,2000,2008-12-12,"Fenty 2010","7","35.0495600103077","-85.3117868114918"
"Chiaramonte Construction Company","605 Raleigh Place SE","SUNIL  CHHABRA",500,2012-02-24,"Barry for Ward 8 Re-Election Committee","6","38.84412586","-76.99759733"
"JJPS, Inc.","605 Raleigh Place SE","VICTOR M ST. HILL",500,2012-02-24,"Barry for Ward 8 Re-Election Committee","Citywide","38.84412586","-76.99759733"
"Metropolitan Washington Orthopedic Associatio","6144 Oxon Hill Rd",,1000,2010-06-09,"Catania 2010","Citywide","38.8049498849193","-76.9956156596843"
"Washington Orthopaedic Center LLC","6144 Oxon Hill Rd","BRUCE J LIPSTEIN",1000,2010-06-09,"Catania 2010","1","38.8049498849193","-76.9956156596843"
"Metropolitan Washington Orthopedic Associatio","6144 Oxon Hill Rd",,1500,2006-05-23,"Kathy Patterson for Chairman Committee","3","38.8049498849193","-76.9956156596843"
"Washington Orthopaedic Center LLC","6144 Oxon Hill Rd","BRUCE J LIPSTEIN",1500,2006-05-24,"Kathy Patterson for Chairman Committee","5","38.8049498849193","-76.9956156596843"
"Jumbo Seafood Restaurant Inc.","619 H Street NW","ANTHONY C. CHENG",500,2007-09-04,"Evans 2008","5","38.90010729","-77.02078352"
"Tony Cheng's Mongolian Restaurant","619 H Street NW",,500,2007-09-04,"Evans 2008","5","38.90010729","-77.02078352"
"Jumbo Seafood Restaurant Inc.","619 H Street NW","ANTHONY C. CHENG",500,2012-01-31,"Evans 2012","Citywide","38.90010729","-77.02078352"
"Tony Cheng's Mongolian Restaurant","619 H Street NW",,500,2012-01-31,"Evans 2012","Citywide","38.90010729","-77.02078352"
"Tony Cheng's Mongolian Restaurant","619 H Street NW",,1000,2006-06-10,"Mendelson for Council 2006","Citywide","38.90010729","-77.02078352"
"Jumbo Seafood Restaurant Inc.","619 H Street NW","ANTHONY C. CHENG",1000,2006-06-10,"Mendelson for Council 2006","6","38.90010729","-77.02078352"
"Jumbo Seafood Restaurant Inc.","619 H Street NW","ANTHONY C. CHENG",500,2010-09-02,"Thomas 2010","5","38.90010729","-77.02078352"
"Cheng Restaurant Corp.","619 H Street NW","TONY CHENG",500,2010-09-02,"Thomas 2010","Citywide","38.90010729","-77.02078352"
"Related Partners Inc.","625 Madison Ave",,500,2003-10-23,"Committee To Re-Elect Vincent Orange, Orange 2002","4","40.763369540775","-73.9714596404494"
"Related Retail L.P. c/o Corporate Acctng. Dep","625 Madison Ave",,500,2003-10-23,"Committee To Re-Elect Vincent Orange, Orange 2002","Citywide","40.763369540775","-73.9714596404494"
"The Related Companies, LP","625 Madison Ave",,500,2003-10-23,"Committee To Re-Elect Vincent Orange, Orange 2002","5","40.763369540775","-73.9714596404494"
"Village Academy of Washington, DC","630 Rhode Island Ave NE","LLOYD J JORDAN",500,2010-08-10,"Kelvin Robinson for Ward 6 Council","7","38.9209495191223","-76.9974005141416"
"Emani's Place Boarding Academy, Inc.","630 Rhode Island Ave NE",,500,2010-08-10,"Kelvin Robinson for Ward 6 Council","7","38.9209495191223","-76.9974005141416"
"Hamel Builders, Inc.","6586 Meadowridge Rd","C T CORPORATION SYSTEM UNK",1000,2004-04-09,"Brazil 2004 Committee","Citywide","39.1841951732087","-76.7641053056517"
"Hamel Commercial, Inc.","6586 Meadowridge Rd","C T CORPORATION SYSTEM UNK",1000,2004-04-09,"Brazil 2004 Committee","7","39.1841951732087","-76.7641053056517"
"M Street Account","666 11th Street NW No. 300",,2000,2006-05-12,"2006 Orange for Mayor","7","38.89805645","-77.02733652"
"666 Associates LLC","666 11th Street NW No. 300","LAWRENCE A. MILLER",2000,2006-05-12,"2006 Orange for Mayor","5","38.89805645","-77.02733652"
"LB Doggett","666 11th Street NW No. 300",,500,2008-08-11,"Barry for Ward 8","2","38.89805645","-77.02733652"
"LB Doggett","666 11th Street NW No. 300",,500,2008-08-11,"Barry for Ward 8","7","38.89805645","-77.02733652"
"Doggett Enterprises, Inc.","666 11th Street NW No. 300","C. WANNER DOGGETT",1000,2002-05-14,"Catania 2002","Citywide","38.89805645","-77.02733652"
"666 11th Street, Associates, Inc.","666 11th Street NW No. 300",,1000,2002-05-14,"Catania 2002","Citywide","38.89805645","-77.02733652"
"Doggett's Parking Company of Maryland, Inc.","666 11th Street NW No. 300",,1000,2002-05-14,"Catania 2002","Citywide","38.89805645","-77.02733652"
"666 Associates LLC","666 11th Street NW No. 300","LAWRENCE A. MILLER",2000,2006-03-03,"Citizens to Elect Linda Cropp Mayor","8","38.89805645","-77.02733652"
"M Street Account","666 11th Street NW No. 300",,2000,2006-03-06,"Citizens to Elect Linda Cropp Mayor","Citywide","38.89805645","-77.02733652"
"666 Associates LLC","666 11th Street NW No. 300","LAWRENCE A. MILLER",500,2002-12-11,"Committee To Re-Elect Vincent Orange, Orange 2002","7","38.89805645","-77.02733652"
"Doggett Enterprises, Inc.","666 11th Street NW No. 300","C. WANNER DOGGETT",500,2002-12-18,"Committee To Re-Elect Vincent Orange, Orange 2002","8","38.89805645","-77.02733652"
"Chernie Warner Doggett","666 11th Street NW No. 300",,500,2002-12-19,"Committee To Re-Elect Vincent Orange, Orange 2002","Citywide","38.89805645","-77.02733652"
"LB Doggett","666 11th Street NW No. 300",,500,2007-07-02,"Committee to Elect Yvette M. Alexander","Citywide","38.89805645","-77.02733652"
"Doggett Enterprises, Inc.","666 11th Street NW No. 300","C. WANNER DOGGETT",500,2007-07-02,"Committee to Elect Yvette M. Alexander","Citywide","38.89805645","-77.02733652"
"666 Associates LLC","666 11th Street NW No. 300","LAWRENCE A. MILLER",500,2008-02-14,"Committee to Re-Elect Yvette Alexander","5","38.89805645","-77.02733652"
"Doggett Enterprises, Inc.","666 11th Street NW No. 300","C. WANNER DOGGETT",500,2008-02-14,"Committee to Re-Elect Yvette Alexander","5","38.89805645","-77.02733652"
"M Street Account","666 11th Street NW No. 300",,500,2008-02-14,"Committee to Re-Elect Yvette Alexander","2","38.89805645","-77.02733652"
"LB Doggett","666 11th Street NW No. 300",,500,2008-02-14,"Committee to Re-Elect Yvette Alexander","8","38.89805645","-77.02733652"
"Doggett Enterprises, Inc.","666 11th Street NW No. 300","C. WANNER DOGGETT",500,2003-06-17,"Evans 2004","6","38.89805645","-77.02733652"
"Doggett's Parking Company of Maryland, Inc.","666 11th Street NW No. 300",,500,2003-06-17,"Evans 2004","Citywide","38.89805645","-77.02733652"
"666 Associates LLC","666 11th Street NW No. 300","LAWRENCE A. MILLER",1500,2006-05-16,"Gray for Chair","Citywide","38.89805645","-77.02733652"
"M Street Account","666 11th Street NW No. 300",,1500,2006-05-18,"Gray for Chair","Citywide","38.89805645","-77.02733652"
"M Street Account","666 11th Street NW No. 300",,1000,2007-06-27,"Re-Elect Kwame R. Brown","Citywide","38.89805645","-77.02733652"
"666 Associates LLC","666 11th Street NW No. 300","LAWRENCE A. MILLER",1000,2007-06-27,"Re-Elect Kwame R. Brown","Citywide","38.89805645","-77.02733652"
"Columbia 2401 LLC","67 E Park Pl","NATIONAL REGISTERED AGENTS INC.",2000,2009-12-01,"Fenty 2010","Citywide","40.7978602059483","-74.4808243277741"
"Normandy Gator Acquisition I LLC","67 E Park Pl","NATIONAL REGISTERED AGENTS INC.",2000,2009-12-01,"Fenty 2010","5","40.7978602059483","-74.4808243277741"
"Hadley Memorial Hospital","6730 N Scottsdale Rd No. 200",,1500,2001-06-19,"Citizens To Reelect Linda Cropp, Chair","3","33.5435376659666","-111.958801264406"
"Greater SE Community Hospital","6730 N Scottsdale Rd No. 200",,1500,2001-06-19,"Citizens To Reelect Linda Cropp, Chair","5","33.5435376659666","-111.958801264406"
"Doctors Commumity Healthcare Corp.","6730 N Scottsdale Rd No. 200",,1500,2001-06-19,"Citizens To Reelect Linda Cropp, Chair","4","33.5435376659666","-111.958801264406"
"Springfiel Petroleum Realty LLC","6820 B Commerce St",,500,2012-03-10,"Frank Wilds For Ward 5","6","38.7822529081584","-77.1829526090724"
"Anacostia Realty LLC","6820 B Commerce St","C T CORPORATION SYSTEM UNK",500,2012-03-10,"Frank Wilds For Ward 5","Citywide","38.7822529081584","-77.1829526090724"
"Anacostia Realty, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",500,2011-12-20,"Barry for Ward 8 Re-Election Committee","4","38.8007830052034","-77.1783867529172"
"DAG Petroleum Suppliers, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",500,2011-12-20,"Barry for Ward 8 Re-Election Committee","Citywide","38.8007830052034","-77.1783867529172"
"Fairfax Petroleum Realty, LLC","6820 B Commercial Dr",,500,2011-12-20,"Barry for Ward 8 Re-Election Committee","4","38.8007830052034","-77.1783867529172"
"Mount Vernon Petroleum Realty","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",500,2011-12-20,"Barry for Ward 8 Re-Election Committee","6","38.8007830052034","-77.1783867529172"
"Burke Petroleum Realty, LLC","6820 B Commercial Dr",,500,2012-02-01,"Barry for Ward 8 Re-Election Committee","6","38.8007830052034","-77.1783867529172"
"Springfield Petroleum Realty, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",500,2012-02-01,"Barry for Ward 8 Re-Election Committee","1","38.8007830052034","-77.1783867529172"
"DAG Petroleum Suppliers, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",500,2011-07-26,"Bowser 2012","4","38.8007830052034","-77.1783867529172"
"Rock Creek Petroleum, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",500,2011-07-26,"Bowser 2012","8","38.8007830052034","-77.1783867529172"
"DAG Energy LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",2000,2008-12-08,"Fenty 2010","5","38.8007830052034","-77.1783867529172"
"DAG Oil Company, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",2000,2008-12-08,"Fenty 2010","Citywide","38.8007830052034","-77.1783867529172"
"DAG Petroleum Suppliers, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",2000,2008-12-08,"Fenty 2010","5","38.8007830052034","-77.1783867529172"
"DAG Power Company, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",2000,2008-12-08,"Fenty 2010","Citywide","38.8007830052034","-77.1783867529172"
"Springfield Petroleum Realty, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",2000,2010-07-26,"Fenty 2010","8","38.8007830052034","-77.1783867529172"
"Burke Petroleum Realty, LLC","6820 B Commercial Dr",,2000,2010-07-26,"Fenty 2010","Citywide","38.8007830052034","-77.1783867529172"
"Fairfax Petroleum Realty, LLC","6820 B Commercial Dr",,2000,2010-07-26,"Fenty 2010","7","38.8007830052034","-77.1783867529172"
"DAG Petroleum Suppliers, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",500,2012-03-10,"Frank Wilds For Ward 5","Citywide","38.8007830052034","-77.1783867529172"
"Shirlington Petroleum Suppliers, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",500,2012-03-10,"Frank Wilds For Ward 5","6","38.8007830052034","-77.1783867529172"
"Rock Creek Petroleum, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",500,2012-03-10,"Frank Wilds For Ward 5","Citywide","38.8007830052034","-77.1783867529172"
"DAG Energy LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",1000,2009-01-29,"Friends of Michael Brown","Citywide","38.8007830052034","-77.1783867529172"
"DAG Petroleum Suppliers, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",1000,2009-01-29,"Friends of Michael Brown","Citywide","38.8007830052034","-77.1783867529172"
"DAG Petroleum Suppliers, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",1000,2011-04-25,"Orange At-Large","Citywide","38.8007830052034","-77.1783867529172"
"Rock Creek Petroleum, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",1000,2011-04-25,"Orange At-Large","8","38.8007830052034","-77.1783867529172"
"Anacostia Realty, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",1000,2011-04-25,"Orange At-Large","4","38.8007830052034","-77.1783867529172"
"DAG Real Estate Holding Co, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",1000,2007-09-11,"Re-Elect Kwame R. Brown","5","38.8007830052034","-77.1783867529172"
"DAG Realty, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",1000,2007-09-11,"Re-Elect Kwame R. Brown","Citywide","38.8007830052034","-77.1783867529172"
"DAG Power Company, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",1000,2007-09-11,"Re-Elect Kwame R. Brown","8","38.8007830052034","-77.1783867529172"
"DAG Energy LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",1000,2007-09-11,"Re-Elect Kwame R. Brown","8","38.8007830052034","-77.1783867529172"
"DAG Enterprises, Inc.","6820 B Commercial Dr","EYOB MAMO",1000,2007-09-11,"Re-Elect Kwame R. Brown","Citywide","38.8007830052034","-77.1783867529172"
"DAG Petroleum Suppliers, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",1000,2007-09-11,"Re-Elect Kwame R. Brown","7","38.8007830052034","-77.1783867529172"
"DAG Oil Company, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",1000,2007-09-11,"Re-Elect Kwame R. Brown","4","38.8007830052034","-77.1783867529172"
"White Oak Petroleum, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",1000,2011-12-06,"Re-Elect Orange At Large 2012","7","38.8007830052034","-77.1783867529172"
"NOVA Petroleum Suppliers, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",1000,2011-12-06,"Re-Elect Orange At Large 2012","7","38.8007830052034","-77.1783867529172"
"DAG Petroleum Suppliers, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",1000,2011-12-09,"Re-Elect Orange At Large 2012","4","38.8007830052034","-77.1783867529172"
"Anacostia Realty, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",1000,2011-12-09,"Re-Elect Orange At Large 2012","7","38.8007830052034","-77.1783867529172"
"Mount Vernon Petroleum Realty","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",1000,2011-12-09,"Re-Elect Orange At Large 2012","4","38.8007830052034","-77.1783867529172"
"Fairfax Petroleum Realty, LLC","6820 B Commercial Dr",,1000,2011-12-09,"Re-Elect Orange At Large 2012","Citywide","38.8007830052034","-77.1783867529172"
"Rock Creek Petroleum, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",1000,2011-12-09,"Re-Elect Orange At Large 2012","7","38.8007830052034","-77.1783867529172"
"Springfield Petroleum Realty, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",1000,2011-12-09,"Re-Elect Orange At Large 2012","7","38.8007830052034","-77.1783867529172"
"Burke Petroleum Realty, LLC","6820 B Commercial Dr",,1000,2011-12-09,"Re-Elect Orange At Large 2012","7","38.8007830052034","-77.1783867529172"
"MT Vernon Petroleum Realty","6820 B Commercial Dr","UNAVAILABLE",500,2011-12-19,"Re-Elect Yvette Alexander 2012","Citywide","38.8007830052034","-77.1783867529172"
"DAG Petroleum Suppliers, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",500,2011-12-19,"Re-Elect Yvette Alexander 2012","7","38.8007830052034","-77.1783867529172"
"NOVA Petroleum Suppliers, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",500,2011-12-19,"Re-Elect Yvette Alexander 2012","6","38.8007830052034","-77.1783867529172"
"Anacostia Realty, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",500,2011-12-19,"Re-Elect Yvette Alexander 2012","1","38.8007830052034","-77.1783867529172"
"Fairfax Petroleum Realty, LLC","6820 B Commercial Dr",,500,2012-01-30,"Re-Elect Yvette Alexander 2012","7","38.8007830052034","-77.1783867529172"
"Anacostia Realty, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",500,2012-01-30,"Re-Elect Yvette Alexander 2012","5","38.8007830052034","-77.1783867529172"
"Capitol Petroleum Group LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",500,2010-03-03,"Thomas 2010","5","38.8007830052034","-77.1783867529172"
"DAG Petroleum Suppliers, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",500,2010-03-03,"Thomas 2010","Citywide","38.8007830052034","-77.1783867529172"
"White Oak Petroleum, LLC","6820 B Commercial Dr","C T CORPORATION SYSTEM UNK",500,2010-03-03,"Thomas 2010","1","38.8007830052034","-77.1783867529172"
"Liberty Petroleum Realty","6820- B Commercial Dr",,500,2011-06-24,"Evans 2012","5","38.8027671820136","-77.2095769281411"
"Fairfax Petroleum Realty","6820- B Commercial Dr",,500,2011-06-24,"Evans 2012","Citywide","38.8027671820136","-77.2095769281411"
"Harvey Property Management","6931 Arlington Rd No. 500","PRENTICE-HALL CORPORATION SYSTEM INC.",500,2002-05-01,"Re-Elect Jim Graham","7","38.9784329056361","-77.0986381608978"
"Harvey Property Management","6931 Arlington Rd No. 500","PRENTICE-HALL CORPORATION SYSTEM INC.",500,2002-05-01,"Re-Elect Jim Graham","4","38.9784329056361","-77.0986381608978"
"Wheeler & 10th Place LLC","6931 Arlington Rd No. 560",,500,2010-06-09,"Thomas 2010","Citywide","38.9784329056361","-77.0986381608978"
"Alabama Avenue LLC","6931 Arlington Rd No. 560","UNAVAILABLE",500,2010-06-09,"Thomas 2010","3","38.9784329056361","-77.0986381608978"
"Manatt Phelps 7 Phillips, LLP","700 12th Street NW No. 1100",,500,2008-03-20,"Barry for Ward 8","4","38.89914079","-77.02845631"
"Delivery ZL5Z4381","700 12th Street NW No. 1100",,500,2008-03-20,"Barry for Ward 8","7","38.89914079","-77.02845631"
"Right Source, LLC","700 12th Street NW No. 700",,1000,2011-03-09,"Orange At-Large","7","38.89914079","-77.02845631"
"Emerge DC, LLC","700 12th Street NW No. 700","DAVID W. WILMOT",1000,2011-03-10,"Orange At-Large","7","38.89914079","-77.02845631"
"Neighborhood Developement Company","700 13th Street NW No. 950",,500,2002-06-07,"Re-Elect Jim Graham","Citywide","38.89873404","-77.02999963"
"Neighborhood Developement Company","700 13th Street NW No. 950",,500,2002-06-07,"Re-Elect Jim Graham","5","38.89873404","-77.02999963"
"Peake Enterprises, Inc.","700 13th Street NW No. 990",,1000,2008-10-30,"Re-Elect Kwame R. Brown","5","38.89873404","-77.02999963"
"PMG, Inc.","700 13th Street NW No. 990","UNAVAILABLE",1000,2008-10-31,"Re-Elect Kwame R. Brown","2","38.89873404","-77.02999963"
"J.E. Wingfield & Associates, PC","700 5th Street NW No. 300",,500,2002-04-23,"Re-Elect Jim Graham","7","38.89847418","-77.01910757"
"J.E. Wingfield & Associates, PC","700 5th Street NW No. 300",,500,2002-04-23,"Re-Elect Jim Graham","4","38.89847418","-77.01910757"
"Capitol Hill Healthcare Group","700 Constitution Avenue NE","UNAVAILABLE",1000,2004-09-08,"Brazil 2004 Committee","4","38.89232213","-76.99535660"
"Capital Hill Community Hospital","700 Constitution Avenue NE",,1000,2004-09-08,"Brazil 2004 Committee","Citywide","38.89232213","-76.99535660"
"Capital Hill Supporative Services","700 Constitution Avenue NE",,1000,2004-09-08,"Brazil 2004 Committee","8","38.89232213","-76.99535660"
"Capitol Hill Supportive Services Program, Inc.","700 Constitution Avenue NE","KIMBERLY ELLIOTT",1000,2011-12-05,"Re-Elect Orange At Large 2012","8","38.89232213","-76.99535660"
"Capitol Hill Group","700 Constitution Avenue NE",,1000,2011-12-06,"Re-Elect Orange At Large 2012","6","38.89232213","-76.99535660"
"Douglas Development Corporation","702 H Street NW No. 400","MICHAEL D. GOLDEN",500,2008-10-22,"Evans 2008","Citywide","38.89967111","-77.02222994"
"Jemal's Square 320","702 H Street NW No. 400",,500,2008-10-22,"Evans 2008","3","38.89967111","-77.02222994"
"Jemal's Citadel","702 H Street NW No. 400",,500,2008-10-22,"Evans 2008","Citywide","38.89967111","-77.02222994"
"Jemal's Atlantic","702 H Street NW No. 400",,500,2008-10-22,"Evans 2008","5","38.89967111","-77.02222994"
"Douglas Development Corporation","702 H Street NW No. 400","MICHAEL D. GOLDEN",500,2002-06-10,"Re-Elect Jim Graham","2","38.89967111","-77.02222994"
"Douglas Development Corporation","702 H Street NW No. 400","MICHAEL D. GOLDEN",500,2002-06-10,"Re-Elect Jim Graham","Citywide","38.89967111","-77.02222994"
"Anchor Construction Corporation","7026 Hector Rd","KLIMEK, KOLODNEY & CASALE P.C.",1000,2011-04-14,"Orange At-Large","Citywide","38.9479013868292","-77.1869764378657"
"Sundial Holdings, LLC","7026 Hector Rd",,1000,2011-04-14,"Orange At-Large","3","38.9479013868292","-77.1869764378657"
"Sundial Holdings, LLC","7026 Hector Rd",,1000,2011-12-09,"Re-Elect Orange At Large 2012","Citywide","38.9479013868292","-77.1869764378657"
"Anchor Construction Corporation","7026 Hector Rd","KLIMEK, KOLODNEY & CASALE P.C.",1000,2011-12-09,"Re-Elect Orange At Large 2012","4","38.9479013868292","-77.1869764378657"
"Gallery Court II LLC","707 H Street NW","YENI WONG",2000,2006-10-22,"Fenty 2006","5","38.90000611","-77.02234660"
"Gallery Court II LLC","707 H Street NW","YENI WONG",2000,2006-10-22,"Fenty 2006","3","38.90000611","-77.02234660"
"Riverdale International, Inc.","707 H Street NW","YENI WONG",2000,2006-10-22,"Fenty 2006","Citywide","38.90000611","-77.02234660"
"Gallery Tower, LLC","707 H Street NW","YENI WONG",2000,2006-10-22,"Fenty 2006","Citywide","38.90000611","-77.02234660"
"Riverdale International Inc.","707 H Street NW No. 200","YENI WONG",2000,2006-06-09,"Citizens to Elect Linda Cropp Mayor","7","38.90000611","-77.02234660"
"Gallery Court, LLC","707 H Street NW No. 200","YENI  WONG",2000,2006-06-09,"Citizens to Elect Linda Cropp Mayor","7","38.90000611","-77.02234660"
"2120 P Street Associates, LLC","7101 Wisconsin Ave No. 610","ANGELO A. PUGLISI",2000,2000-07-20,"Committee to Re-Elect Tony Williams","Citywide","38.9801103712263","-77.0920625124202"
"900 F Street Associates, LLC","7101 Wisconsin Ave No. 610","JOHN E. STINCHFIELD",2000,2000-07-20,"Committee to Re-Elect Tony Williams","4","38.9801103712263","-77.0920625124202"
"360 JMG LLC","718 7th Street NW No. 310",,2000,2010-10-20,"Gray for Mayor","8","38.899118","-77.022227"
"Group 360 LLC","718 7th Street NW No. 310","MAX  BROWN",2000,2010-10-20,"Gray for Mayor","6","38.899118","-77.022227"
"Columbia Heights Ventures Parcel 26, LLC","7200 Wisconsin Ave","E. JOSEPH KNOLL",500,2008-08-08,"Committee to Re-Elect Yvette Alexander","Citywide","38.9810336413599","-77.0927269292173"
"Kenyon Square North, LLC","7200 Wisconsin Ave","E. JOSEPH KNOLL",500,2008-08-08,"Committee to Re-Elect Yvette Alexander","1","38.9810336413599","-77.0927269292173"
"1407 W Street, LLC","7200 Wisconsin Ave","E. JOSEPH KNOLL",2000,2006-07-22,"Fenty 2006","8","39.0058208584776","-77.1024958341315"
"Tuscany Square, LLC","7200 Wisconsin Ave","E. JOSEPH KNOLL",2000,2006-07-22,"Fenty 2006","7","38.9810336413599","-77.0927269292173"
"Gates Owls Nest, LLC","7200 Wisconsin Ave","E. JOSEPH KNOLL",2000,2006-07-22,"Fenty 2006","Citywide","38.9810336413599","-77.0927269292173"
"Columbia Heights Ventures Parcel 26, LLC","7200 Wisconsin Ave","E. JOSEPH KNOLL",500,2007-01-28,"Muriel Bowser for Ward 4","Citywide","38.9810336413599","-77.0927269292173"
"Columbia Heights Ventures Parcel 15 LLC","7200 Wisconsin Ave","E. JOSEPH KNOLL",500,2007-01-28,"Muriel Bowser for Ward 4","Citywide","38.9810336413599","-77.0927269292173"
"1407 W Street, LLC","7200 Wisconsin Ave","E. JOSEPH KNOLL",500,2007-01-28,"Muriel Bowser for Ward 4","8","38.9810336413599","-77.0927269292173"
"Gates Owls Nest, LLC","7200 Wisconsin Ave","E. JOSEPH KNOLL",500,2007-01-28,"Muriel Bowser for Ward 4","8","38.9810336413599","-77.0927269292173"
"DB Residential Partners, LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",500,2011-07-29,"Bowser 2012","8","38.9810336413599","-77.0927269292173"
"Ellington Plaza-DG Partnership","7200 Wisconsin Ave No. 310",,500,2011-07-29,"Bowser 2012","Citywide","38.9810336413599","-77.0927269292173"
"3801 Georgia Avenue, LLC","7200 Wisconsin Ave No. 310","RONALD L. WILLIAMS",500,2011-07-29,"Bowser 2012","Citywide","38.9810336413599","-77.0927269292173"
"Columbia Heights Ventures","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",1000,2003-03-20,"Brazil 2004 Committee","Citywide","38.9810336413599","-77.0927269292173"
"Donatelli & Klein, Inc.","7200 Wisconsin Ave No. 310",,1000,2003-03-20,"Brazil 2004 Committee","3","38.9810336413599","-77.0927269292173"
"Gates Owls Nest, LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",2000,2006-05-26,"Citizens to Elect Linda Cropp Mayor","Citywide","38.9810336413599","-77.0927269292173"
"Tuscany Square, LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",2000,2006-05-26,"Citizens to Elect Linda Cropp Mayor","Citywide","38.9810336413599","-77.0927269292173"
"1407 W Street LLC","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",2000,2006-05-26,"Citizens to Elect Linda Cropp Mayor","7","38.9810336413599","-77.0927269292173"
"Columbia Heights Ventures","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",1000,2002-10-11,"Committee to Elect Eugene D. Kinlow","5","38.9810336413599","-77.0927269292173"
"Donatelli & Klein, Inc.","7200 Wisconsin Ave No. 310",,1000,2002-10-11,"Committee to Elect Eugene D. Kinlow","Citywide","38.9810336413599","-77.0927269292173"
"Ellington Plaza-DG Partnership","7200 Wisconsin Ave No. 310",,1000,2002-10-11,"Committee to Elect Eugene D. Kinlow","7","38.9810336413599","-77.0927269292173"
"1331 Kenyon Street, LLC","7200 Wisconsin Ave No. 310","GEORGE O. NWANZE",1000,2004-10-15,"Committee to Elect Kwame R Brown","4","38.9810336413599","-77.0927269292173"
"Donatelli & Klein, Inc.","7200 Wisconsin Ave No. 310",,1000,2004-10-15,"Committee to Elect Kwame R Brown","3","38.9810336413599","-77.0927269292173"
"Ellington Plaza-DG Partnership","7200 Wisconsin Ave No. 310",,1000,2004-10-15,"Committee to Elect Kwame R Brown","Citywide","38.9810336413599","-77.0927269292173"
"Columbia Heights Ventures","7200 Wisconsin Ave No. 310","E. JOSEPH KNOLL",1000,2004-10-15,"Committee to Elect Kwame R Brown","Citywide","38.9810336413599","-77.0927269292173"
